datas,labels
"[[[ 58  65  90]
  [ 85  96 128]
  [106 121 161]
  ...
  [ 20  23  33]
  [ 52  55  62]
  [101 102 106]]

 [[ 66  75 103]
  [ 93 105 139]
  [110 126 168]
  ...
  [ 21  25  33]
  [ 51  55  60]
  [ 99 100 104]]

 [[ 71  82 111]
  [ 96 110 146]
  [112 130 173]
  ...
  [ 23  27  35]
  [ 51  55  59]
  [ 96  98 101]]

 ...

 [[177 176 163]
  [179 177 163]
  [181 179 164]
  ...
  [224 190 173]
  [228 192 172]
  [226 188 167]]

 [[182 178 163]
  [184 179 163]
  [187 181 164]
  ...
  [229 194 174]
  [229 192 171]
  [225 186 164]]

 [[187 180 163]
  [188 181 163]
  [193 184 164]
  ...
  [233 195 174]
  [229 189 170]
  [223 184 162]]]",[1. 0. 0.]
"[[[ 12  21  31]
  [ 19  30  44]
  [ 29  42  62]
  ...
  [188 186 179]
  [188 186 179]
  [187 184 179]]

 [[ 19  26  42]
  [ 29  39  59]
  [ 42  54  81]
  ...
  [190 188 181]
  [189 187 180]
  [186 183 178]]

 [[ 25  32  53]
  [ 37  47  73]
  [ 53  65  98]
  ...
  [189 188 180]
  [190 187 181]
  [186 183 178]]

 ...

 [[209 178 157]
  [210 177 156]
  [209 175 154]
  ...
  [192 160 136]
  [191 160 137]
  [189 158 137]]

 [[209 178 157]
  [210 178 156]
  [209 177 154]
  ...
  [193 160 138]
  [192 160 139]
  [191 160 139]]

 [[208 177 156]
  [209 178 156]
  [211 179 156]
  ...
  [192 161 140]
  [192 161 140]
  [193 162 141]]]",[1. 0. 0.]
"[[[184 199 220]
  [184 198 216]
  [192 203 220]
  ...
  [231 239 254]
  [226 234 251]
  [230 237 254]]

 [[185 196 217]
  [188 200 218]
  [191 203 221]
  ...
  [224 233 251]
  [239 245 255]
  [233 236 254]]

 [[187 197 217]
  [191 201 219]
  [191 203 221]
  ...
  [223 232 250]
  [227 233 251]
  [235 237 255]]

 ...

 [[ 93  70 147]
  [ 88  64 141]
  [108  84 162]
  ...
  [ 50  42  53]
  [ 55  49  54]
  [ 34  30  31]]

 [[ 79  56 130]
  [ 88  65 139]
  [ 87  69 139]
  ...
  [ 67  59  66]
  [ 67  60  63]
  [ 45  40  40]]

 [[ 80  57 124]
  [ 83  62 129]
  [ 95  78 142]
  ...
  [ 53  46  51]
  [ 50  43  46]
  [ 57  52  52]]]",[1. 0. 0.]
"[[[226 233 248]
  [226 233 248]
  [226 233 248]
  ...
  [155 179 203]
  [144 164 190]
  [126 143 169]]

 [[226 234 247]
  [226 234 247]
  [226 234 247]
  ...
  [154 178 203]
  [131 149 175]
  [108 121 148]]

 [[225 233 246]
  [226 234 247]
  [226 234 247]
  ...
  [150 174 198]
  [128 145 172]
  [ 95 104 131]]

 ...

 [[112  91 192]
  [112  90 192]
  [115  91 194]
  ...
  [ 45  46  45]
  [ 56  60  60]
  [ 59  62  77]]

 [[111  89 192]
  [112  89 193]
  [115  90 196]
  ...
  [ 43  47  46]
  [ 54  60  60]
  [ 61  64  79]]

 [[111  90 193]
  [113  91 195]
  [114  91 197]
  ...
  [ 46  50  49]
  [ 58  61  65]
  [ 54  55  76]]]",[1. 0. 0.]
"[[[202 223 250]
  [202 223 251]
  [164 183 212]
  ...
  [109 130 175]
  [118 137 182]
  [125 144 189]]

 [[194 216 244]
  [194 215 242]
  [156 177 204]
  ...
  [128 152 194]
  [130 152 194]
  [130 152 194]]

 [[183 207 235]
  [182 205 231]
  [151 173 200]
  ...
  [141 165 207]
  [136 161 202]
  [132 157 197]]

 ...

 [[ 85  63  75]
  [ 78  53  64]
  [ 74  46  55]
  ...
  [128  60  59]
  [126  62  58]
  [126  64  58]]

 [[ 90  65  75]
  [137 108 117]
  [182 150 158]
  ...
  [129  61  58]
  [126  62  58]
  [125  66  57]]

 [[200 174 180]
  [238 207 212]
  [253 234 239]
  ...
  [130  62  59]
  [127  64  60]
  [126  67  58]]]",[1. 0. 0.]
"[[[130 121 112]
  [129 120 110]
  [120 111 103]
  ...
  [ 81  91 110]
  [ 78  88 105]
  [ 91 101 118]]

 [[126 119 110]
  [120 112 103]
  [111 103  95]
  ...
  [101 114 130]
  [ 98 111 125]
  [ 96 109 122]]

 [[126 120 112]
  [118 112 104]
  [108 101  95]
  ...
  [130 146 160]
  [118 133 146]
  [102 117 129]]

 ...

 [[ 60  54  69]
  [ 55  50  63]
  [ 50  47  57]
  ...
  [218 218 216]
  [174 175 173]
  [115 116 114]]

 [[ 61  54  68]
  [ 55  51  63]
  [ 51  47  58]
  ...
  [223 223 221]
  [178 179 177]
  [118 119 117]]

 [[ 61  54  67]
  [ 56  51  63]
  [ 52  48  58]
  ...
  [229 228 227]
  [183 184 182]
  [123 124 122]]]",[1. 0. 0.]
"[[[ 25  27  28]
  [ 25  27  28]
  [ 25  27  28]
  ...
  [ 22  26  26]
  [ 19  21  21]
  [ 21  21  21]]

 [[ 26  29  30]
  [ 26  29  30]
  [ 26  29  30]
  ...
  [ 16  18  18]
  [ 21  21  21]
  [ 23  23  23]]

 [[ 26  28  29]
  [ 26  28  29]
  [ 27  29  30]
  ...
  [ 23  24  25]
  [ 19  19  19]
  [ 19  19  19]]

 ...

 [[204 203 205]
  [212 214 215]
  [212 214 215]
  ...
  [153 148 151]
  [124 122 122]
  [138 139 136]]

 [[211 210 212]
  [213 214 215]
  [210 212 213]
  ...
  [211 206 209]
  [205 204 203]
  [181 182 180]]

 [[216 215 217]
  [212 213 214]
  [208 210 211]
  ...
  [224 219 222]
  [218 217 217]
  [221 222 220]]]",[1. 0. 0.]
"[[[ 23  26  34]
  [ 21  24  34]
  [ 19  23  34]
  ...
  [172 178 179]
  [170 174 174]
  [167 169 169]]

 [[ 23  26  34]
  [ 20  23  33]
  [ 16  20  32]
  ...
  [166 172 172]
  [164 168 168]
  [162 164 164]]

 [[ 20  24  33]
  [ 18  22  32]
  [ 15  20  32]
  ...
  [162 168 168]
  [161 164 164]
  [159 161 161]]

 ...

 [[181 186 189]
  [171 177 182]
  [146 153 160]
  ...
  [173 170 180]
  [174 172 177]
  [175 174 176]]

 [[185 190 192]
  [179 184 188]
  [158 165 169]
  ...
  [173 172 179]
  [172 171 175]
  [174 173 175]]

 [[193 197 198]
  [191 195 197]
  [177 183 187]
  ...
  [173 174 178]
  [171 171 174]
  [173 172 174]]]",[1. 0. 0.]
"[[[ 25  25  25]
  [ 25  25  25]
  [ 24  24  24]
  ...
  [ 69  87  96]
  [ 87 106 118]
  [ 83 105 117]]

 [[ 25  25  25]
  [ 24  24  24]
  [ 23  23  23]
  ...
  [ 67  82  95]
  [ 82  99 115]
  [ 87 105 122]]

 [[ 25  25  25]
  [ 24  24  24]
  [ 24  24  24]
  ...
  [ 79  92 105]
  [ 95 109 127]
  [105 120 139]]

 ...

 [[ 35  90  76]
  [ 80 130 121]
  [124 170 166]
  ...
  [167 248 235]
  [170 242 230]
  [162 225 215]]

 [[ 31  89  70]
  [ 53 107  93]
  [ 99 147 138]
  ...
  [133 233 217]
  [141 232 217]
  [165 248 234]]

 [[ 26  82  63]
  [ 30  83  67]
  [ 73 120 109]
  ...
  [132 244 225]
  [134 241 223]
  [140 242 225]]]",[1. 0. 0.]
"[[[ 23  25  25]
  [ 23  25  25]
  [ 24  25  26]
  ...
  [102  80 109]
  [118  92 124]
  [120  93 126]]

 [[ 23  25  25]
  [ 23  25  25]
  [ 24  25  26]
  ...
  [ 99  76 106]
  [116  89 122]
  [118  91 124]]

 [[ 22  24  24]
  [ 22  24  24]
  [ 24  25  25]
  ...
  [ 88  67  97]
  [108  82 116]
  [110  84 118]]

 ...

 [[ 58  69 127]
  [ 58  70 127]
  [ 60  71 128]
  ...
  [ 37  39  32]
  [ 41  44  36]
  [ 42  44  37]]

 [[ 63  74 131]
  [ 63  74 132]
  [ 64  76 133]
  ...
  [ 30  31  25]
  [ 34  36  30]
  [ 34  36  30]]

 [[ 64  75 133]
  [ 64  75 133]
  [ 66  78 135]
  ...
  [ 27  29  24]
  [ 31  33  27]
  [ 32  34  28]]]",[1. 0. 0.]
"[[[ 19  21  21]
  [ 19  21  21]
  [ 20  20  21]
  ...
  [115 118 110]
  [162 166 155]
  [167 171 160]]

 [[ 19  21  21]
  [ 19  21  21]
  [ 20  20  21]
  ...
  [117 120 112]
  [164 167 157]
  [169 172 162]]

 [[ 20  21  21]
  [ 20  21  21]
  [ 20  20  21]
  ...
  [124 125 117]
  [171 172 162]
  [176 177 167]]

 ...

 [[ 25  28  28]
  [ 25  28  28]
  [ 23  26  26]
  ...
  [195 197 197]
  [196 198 198]
  [196 198 198]]

 [[ 25  30  29]
  [ 25  29  28]
  [ 24  27  27]
  ...
  [197 201 200]
  [197 202 201]
  [197 202 201]]

 [[ 25  30  29]
  [ 25  30  29]
  [ 24  27  27]
  ...
  [197 202 201]
  [198 203 202]
  [198 203 202]]]",[1. 0. 0.]
"[[[ 46  55  65]
  [ 52  62  78]
  [ 52  65  83]
  ...
  [ 56  68  97]
  [ 66  78  95]
  [119 129 139]]

 [[ 44  53  66]
  [ 52  63  80]
  [ 57  71  89]
  ...
  [ 74  85 115]
  [ 71  82  99]
  [118 128 137]]

 [[ 41  52  67]
  [ 51  64  82]
  [ 60  75  96]
  ...
  [ 94 106 135]
  [ 84  94 110]
  [126 135 145]]

 ...

 [[ 74  74  74]
  [ 64  64  64]
  [ 64  64  64]
  ...
  [ 36  36  34]
  [ 47  45  44]
  [ 51  49  48]]

 [[ 73  73  73]
  [ 62  62  62]
  [ 59  59  59]
  ...
  [ 41  41  39]
  [ 49  47  46]
  [ 51  49  48]]

 [[ 81  81  81]
  [ 68  68  68]
  [ 58  58  58]
  ...
  [ 45  46  44]
  [ 49  47  46]
  [ 51  49  48]]]",[0. 1. 0.]
"[[[ 38  30  37]
  [ 37  30  37]
  [ 33  27  33]
  ...
  [ 91 108 139]
  [ 66  79 105]
  [ 45  56  78]]

 [[ 35  25  34]
  [ 34  26  33]
  [ 31  25  31]
  ...
  [ 95 111 142]
  [ 69  81 108]
  [ 46  56  79]]

 [[ 33  22  32]
  [ 31  22  30]
  [ 31  24  31]
  ...
  [ 97 113 145]
  [ 70  83 109]
  [ 47  57  81]]

 ...

 [[107 119 101]
  [ 98 110  92]
  [ 91 108  85]
  ...
  [193 181 159]
  [193 183 163]
  [197 187 170]]

 [[121 133 115]
  [107 119 101]
  [ 97 113  91]
  ...
  [192 181 157]
  [194 183 161]
  [197 187 168]]

 [[157 169 151]
  [132 144 126]
  [111 127 106]
  ...
  [194 181 157]
  [196 184 161]
  [198 187 167]]]",[0. 1. 0.]
"[[[165 158 160]
  [107 104  97]
  [ 63  62  51]
  ...
  [108 116 132]
  [152 151 156]
  [134 120 115]]

 [[152 146 149]
  [167 164 159]
  [ 66  67  59]
  ...
  [105 115 128]
  [170 172 176]
  [155 143 138]]

 [[123 117 124]
  [203 201 198]
  [ 90  90  87]
  ...
  [101 110 123]
  [180 182 186]
  [170 160 156]]

 ...

 [[249 215 177]
  [244 207 170]
  [243 205 168]
  ...
  [252 228 196]
  [253 228 196]
  [250 224 193]]

 [[254 221 182]
  [253 216 177]
  [248 208 169]
  ...
  [250 225 193]
  [254 228 197]
  [250 221 190]]

 [[254 222 181]
  [255 220 180]
  [255 212 173]
  ...
  [250 225 193]
  [253 226 195]
  [249 220 189]]]",[1. 0. 0.]
"[[[233 182 122]
  [222 168 109]
  [215 159 101]
  ...
  [202 142  81]
  [217 157  96]
  [226 167 105]]

 [[215 163 104]
  [209 154  96]
  [205 147  91]
  ...
  [206 145  80]
  [214 153  89]
  [225 165 101]]

 [[208 153  96]
  [210 151  95]
  [218 158 100]
  ...
  [213 154  89]
  [209 147  87]
  [217 153  95]]

 ...

 [[239 231 228]
  [ 95  82  79]
  [ 47  34  33]
  ...
  [252 246 242]
  [255 250 243]
  [255 253 240]]

 [[241 239 235]
  [107  94  91]
  [ 51  38  37]
  ...
  [250 243 240]
  [251 245 236]
  [248 239 225]]

 [[244 242 239]
  [117 103 101]
  [ 48  34  34]
  ...
  [248 242 236]
  [254 246 235]
  [248 239 223]]]",[1. 0. 0.]
"[[[ 43  64  85]
  [ 42  60  82]
  [ 37  51  75]
  ...
  [ 97 110 132]
  [107 120 142]
  [114 127 149]]

 [[ 45  64  85]
  [ 44  61  84]
  [ 37  52  77]
  ...
  [ 92 105 127]
  [101 114 136]
  [111 125 147]]

 [[ 42  63  84]
  [ 41  59  83]
  [ 34  49  76]
  ...
  [ 92 105 127]
  [ 98 111 133]
  [107 120 142]]

 ...

 [[ 27  34  48]
  [ 28  34  43]
  [ 30  34  38]
  ...
  [ 43  55  73]
  [ 59  74  91]
  [ 77  93 111]]

 [[ 30  36  43]
  [ 33  37  40]
  [ 34  36  36]
  ...
  [ 50  59  78]
  [ 61  75  93]
  [ 67  84 103]]

 [[ 29  35  42]
  [ 33  38  41]
  [ 34  38  38]
  ...
  [ 51  60  80]
  [ 58  71  91]
  [ 62  79  98]]]",[1. 0. 0.]
"[[[ 54  48  53]
  [ 54  48  53]
  [ 52  47  52]
  ...
  [ 90 104 107]
  [ 99 114 117]
  [ 99 114 117]]

 [[ 54  48  53]
  [ 54  48  53]
  [ 52  47  51]
  ...
  [ 93 107 110]
  [102 117 120]
  [102 117 120]]

 [[ 52  47  50]
  [ 52  47  50]
  [ 51  46  49]
  ...
  [120 136 139]
  [131 149 151]
  [131 149 151]]

 ...

 [[ 97 141 187]
  [ 97 141 187]
  [ 96 141 186]
  ...
  [197 226 226]
  [197 226 227]
  [197 226 227]]

 [[ 99 142 185]
  [ 99 142 185]
  [ 98 142 185]
  ...
  [199 227 228]
  [200 228 229]
  [200 228 229]]

 [[ 99 142 185]
  [ 99 142 185]
  [ 98 142 185]
  ...
  [199 227 228]
  [200 228 229]
  [200 228 229]]]",[1. 0. 0.]
"[[[28 48 66]
  [34 53 74]
  [42 60 84]
  ...
  [67 61 72]
  [65 61 71]
  [61 60 70]]

 [[34 52 71]
  [40 58 79]
  [46 64 88]
  ...
  [64 58 69]
  [64 61 71]
  [60 61 71]]

 [[40 56 76]
  [44 61 82]
  [47 64 89]
  ...
  [58 55 66]
  [62 60 70]
  [60 62 72]]

 ...

 [[31 34 39]
  [26 29 32]
  [23 26 27]
  ...
  [24 27 28]
  [28 28 31]
  [32 31 35]]

 [[30 33 38]
  [25 29 31]
  [22 26 27]
  ...
  [26 30 30]
  [28 29 31]
  [31 29 33]]

 [[29 32 37]
  [25 29 31]
  [23 27 27]
  ...
  [28 32 31]
  [28 29 29]
  [28 27 29]]]",[1. 0. 0.]
"[[[ 63  76  92]
  [ 57  70  86]
  [ 47  60  76]
  ...
  [ 66  74  87]
  [ 73  80  90]
  [ 77  85  92]]

 [[ 59  70  86]
  [ 52  64  80]
  [ 43  54  71]
  ...
  [ 65  73  87]
  [ 69  76  87]
  [ 71  78  86]]

 [[ 54  64  81]
  [ 49  59  76]
  [ 42  51  68]
  ...
  [ 63  70  85]
  [ 66  73  84]
  [ 68  75  84]]

 ...

 [[ 29  34  34]
  [ 27  33  37]
  [ 23  30  41]
  ...
  [ 44  91 133]
  [ 45  91 133]
  [ 45  91 132]]

 [[ 30  34  33]
  [ 29  33  37]
  [ 27  32  43]
  ...
  [ 47  95 137]
  [ 47  94 135]
  [ 47  94 134]]

 [[ 31  33  33]
  [ 30  34  38]
  [ 29  35  46]
  ...
  [ 47  95 137]
  [ 47  94 135]
  [ 47  93 134]]]",[1. 0. 0.]
"[[[ 76 101 135]
  [ 87 114 151]
  [105 135 176]
  ...
  [117 140 176]
  [ 96 115 146]
  [ 83  99 128]]

 [[ 67  93 131]
  [ 82 110 149]
  [106 136 178]
  ...
  [114 137 173]
  [ 90 110 144]
  [ 75  92 125]]

 [[ 52  81 124]
  [ 74 103 147]
  [108 139 183]
  ...
  [108 132 168]
  [ 80 100 139]
  [ 61  80 121]]

 ...

 [[ 91  90  92]
  [ 88  86  88]
  [ 82  79  81]
  ...
  [ 91  94  98]
  [ 96  98 105]
  [100 101 109]]

 [[ 88  88  89]
  [ 83  81  82]
  [ 73  69  71]
  ...
  [ 87  89  93]
  [ 95  96 101]
  [ 99 100 106]]

 [[ 87  87  87]
  [ 80  78  79]
  [ 68  63  65]
  ...
  [ 85  86  90]
  [ 93  94  99]
  [ 99  99 105]]]",[1. 0. 0.]
"[[[192 194 202]
  [170 176 187]
  [133 148 164]
  ...
  [ 85  79  81]
  [ 94  85  87]
  [100  89  91]]

 [[188 190 198]
  [163 171 182]
  [122 141 156]
  ...
  [ 76  72  75]
  [ 87  79  82]
  [ 93  83  86]]

 [[182 185 193]
  [153 165 174]
  [107 131 145]
  ...
  [ 63  63  68]
  [ 76  70  74]
  [ 84  75  78]]

 ...

 [[181 173 180]
  [177 170 176]
  [171 165 168]
  ...
  [162 169 181]
  [154 154 160]
  [149 146 148]]

 [[176 169 174]
  [172 165 169]
  [165 159 160]
  ...
  [161 167 178]
  [150 151 154]
  [144 141 139]]

 [[173 166 169]
  [169 161 164]
  [162 154 155]
  ...
  [161 166 176]
  [149 149 150]
  [141 138 134]]]",[1. 0. 0.]
"[[[138 229 244]
  [138 228 244]
  [140 226 244]
  ...
  [ 71  83 120]
  [ 67  81 114]
  [ 66  81 113]]

 [[135 225 241]
  [135 224 241]
  [138 222 241]
  ...
  [ 75  88 127]
  [ 70  85 121]
  [ 69  85 119]]

 [[129 216 234]
  [130 216 234]
  [133 216 236]
  ...
  [ 84  98 141]
  [ 77  93 133]
  [ 76  92 131]]

 ...

 [[ 79  94 117]
  [ 79  93 115]
  [ 78  89 109]
  ...
  [133 130 187]
  [135 132 188]
  [135 133 189]]

 [[ 71  85 107]
  [ 71  84 106]
  [ 72  83 102]
  ...
  [132 130 187]
  [134 133 189]
  [135 134 190]]

 [[ 67  80 102]
  [ 67  80 101]
  [ 69  79  99]
  ...
  [132 130 188]
  [134 133 189]
  [135 134 190]]]",[0. 1. 0.]
"[[[ 34  46  64]
  [ 33  45  64]
  [ 31  45  63]
  ...
  [155 230 251]
  [152 236 253]
  [151 238 254]]

 [[ 34  45  64]
  [ 32  45  64]
  [ 30  44  64]
  ...
  [155 229 250]
  [152 235 253]
  [151 237 254]]

 [[ 33  44  63]
  [ 31  43  63]
  [ 29  43  64]
  ...
  [153 227 248]
  [152 233 252]
  [151 236 253]]

 ...

 [[ 98 130 180]
  [ 97 130 182]
  [ 95 133 188]
  ...
  [ 69  75  80]
  [ 53  58  60]
  [ 47  51  52]]

 [[ 93 125 174]
  [ 93 126 177]
  [ 95 131 186]
  ...
  [ 79  86  91]
  [ 60  66  67]
  [ 52  58  57]]

 [[ 90 122 171]
  [ 91 124 175]
  [ 94 130 185]
  ...
  [ 83  91  97]
  [ 63  69  70]
  [ 55  61  60]]]",[0. 1. 0.]
"[[[ 88  88  88]
  [ 90  90  90]
  [ 94  94  94]
  ...
  [ 20  22  23]
  [ 21  19  21]
  [ 26  19  26]]

 [[ 84  84  84]
  [ 88  88  88]
  [ 93  93  93]
  ...
  [ 22  23  24]
  [ 25  22  24]
  [ 29  22  27]]

 [[ 79  80  79]
  [ 83  84  83]
  [ 90  90  90]
  ...
  [ 25  24  26]
  [ 29  26  28]
  [ 33  26  30]]

 ...

 [[105  99  92]
  [103  98  90]
  [ 97  92  87]
  ...
  [ 61  99 157]
  [ 67 110 167]
  [ 72 115 172]]

 [[101  96  91]
  [102  96  89]
  [ 97  93  88]
  ...
  [ 60  99 156]
  [ 67 109 167]
  [ 74 116 174]]

 [[ 97  93  88]
  [ 99  96  88]
  [ 98  94  89]
  ...
  [ 59  96 156]
  [ 65 106 167]
  [ 72 113 175]]]",[1. 0. 0.]
"[[[ 4  8  6]
  [15 20 20]
  [ 8 13 15]
  ...
  [28 30 41]
  [22 23 24]
  [18 18 18]]

 [[ 8 11  9]
  [ 9 13 13]
  [18 22 25]
  ...
  [27 30 42]
  [22 23 25]
  [18 18 18]]

 [[12 15 12]
  [ 2  6  5]
  [27 32 34]
  ...
  [25 29 43]
  [21 23 25]
  [18 18 18]]

 ...

 [[21 18  8]
  [31 26 24]
  [38 29 37]
  ...
  [65 57 45]
  [56 49 39]
  [56 48 39]]

 [[23 21 10]
  [28 23 21]
  [32 24 31]
  ...
  [63 54 42]
  [57 49 39]
  [57 47 39]]

 [[27 24 14]
  [26 22 18]
  [27 20 25]
  ...
  [63 51 41]
  [58 47 39]
  [58 47 39]]]",[1. 0. 0.]
"[[[ 36  50  62]
  [ 55  66  74]
  [ 51  59  66]
  ...
  [226 220 221]
  [226 220 221]
  [226 221 220]]

 [[ 54  66  76]
  [ 47  58  66]
  [ 56  64  71]
  ...
  [223 217 218]
  [231 225 227]
  [253 250 249]]

 [[ 57  70  80]
  [ 51  61  69]
  [ 59  68  74]
  ...
  [226 220 221]
  [237 231 232]
  [243 238 237]]

 ...

 [[ 26  21  20]
  [ 26  21  18]
  [ 25  20  17]
  ...
  [ 24  19  16]
  [ 25  20  17]
  [ 27  23  18]]

 [[ 26  21  20]
  [ 26  21  18]
  [ 25  20  17]
  ...
  [ 23  18  15]
  [ 25  20  17]
  [ 26  22  17]]

 [[ 26  21  20]
  [ 26  21  18]
  [ 25  20  17]
  ...
  [ 22  17  14]
  [ 24  19  16]
  [ 25  21  16]]]",[1. 0. 0.]
"[[[104  96  88]
  [115 105  96]
  [115 103  97]
  ...
  [ 68  85 129]
  [ 66  84 116]
  [ 69  85 114]]

 [[104  96  87]
  [115 105  96]
  [116 104  99]
  ...
  [ 81  98 142]
  [ 66  85 117]
  [ 73  89 118]]

 [[102  95  86]
  [116 106  96]
  [108  96  90]
  ...
  [ 89 106 149]
  [ 72  90 122]
  [ 76  92 121]]

 ...

 [[ 58  56  46]
  [ 41  39  29]
  [ 12  10   1]
  ...
  [  8  17   5]
  [ 17  20  14]
  [ 19  20  16]]

 [[ 61  59  49]
  [ 43  41  31]
  [ 27  25  15]
  ...
  [ 12  19   4]
  [ 14  15  10]
  [ 15  16  12]]

 [[ 57  55  45]
  [ 47  45  35]
  [ 36  34  24]
  ...
  [ 14  18   5]
  [ 14  16  10]
  [ 15  16  12]]]",[1. 0. 0.]
"[[[ 45  46  60]
  [ 89  93 112]
  [129 136 161]
  ...
  [ 51  45  39]
  [ 45  41  33]
  [ 40  38  28]]

 [[ 50  47  59]
  [ 84  83 101]
  [119 122 147]
  ...
  [ 49  43  36]
  [ 44  40  31]
  [ 39  37  27]]

 [[ 53  48  59]
  [ 71  69  86]
  [101 102 126]
  ...
  [ 47  41  34]
  [ 43  38  30]
  [ 38  36  25]]

 ...

 [[ 45  43  33]
  [ 42  40  30]
  [ 40  38  28]
  ...
  [ 64  59  55]
  [ 65  60  56]
  [ 65  61  57]]

 [[ 45  43  33]
  [ 42  40  30]
  [ 40  38  28]
  ...
  [ 63  58  55]
  [ 64  59  56]
  [ 65  60  57]]

 [[ 45  43  33]
  [ 42  40  30]
  [ 40  38  28]
  ...
  [ 63  58  55]
  [ 64  59  56]
  [ 65  60  57]]]",[1. 0. 0.]
"[[[ 19  27  36]
  [ 11  18  28]
  [ 16  23  33]
  ...
  [ 25  43  59]
  [ 33  51  67]
  [ 52  71  89]]

 [[ 10  17  25]
  [  4  11  19]
  [ 15  22  30]
  ...
  [ 27  42  60]
  [ 32  47  65]
  [ 47  63  82]]

 [[  5  11  18]
  [  2   9  16]
  [ 17  23  30]
  ...
  [ 32  44  65]
  [ 36  48  69]
  [ 39  51  72]]

 ...

 [[212 191 159]
  [208 189 159]
  [204 188 161]
  ...
  [ 60  81 108]
  [ 61  82 109]
  [ 68  89 116]]

 [[195 176 143]
  [197 179 150]
  [194 179 152]
  ...
  [ 62  83 110]
  [ 66  87 114]
  [ 74  94 121]]

 [[204 186 157]
  [204 188 162]
  [200 186 163]
  ...
  [ 64  86 110]
  [ 66  88 114]
  [ 73  94 121]]]",[1. 0. 0.]
"[[[ 54  61  86]
  [ 65  74 103]
  [ 72  85 117]
  ...
  [118 134 163]
  [117 133 160]
  [120 136 159]]

 [[ 53  59  88]
  [ 64  72 104]
  [ 72  84 119]
  ...
  [118 136 167]
  [117 134 162]
  [118 135 160]]

 [[ 52  58  88]
  [ 64  70 105]
  [ 71  82 118]
  ...
  [120 140 173]
  [117 137 166]
  [117 135 162]]

 ...

 [[ 50  26   9]
  [ 43  22   7]
  [ 28  17   7]
  ...
  [170 164 157]
  [161 155 145]
  [ 71  64  51]]

 [[ 51  27  11]
  [ 44  24   9]
  [ 28  18   7]
  ...
  [175 169 162]
  [137 132 121]
  [ 66  59  46]]

 [[ 51  30  15]
  [ 46  28  15]
  [ 29  19   9]
  ...
  [174 168 161]
  [124 118 107]
  [ 84  76  63]]]",[1. 0. 0.]
"[[[113 119 116]
  [114 118 112]
  [127 128 122]
  ...
  [ 66  84 110]
  [ 33  46  65]
  [  8  13  19]]

 [[126 132 129]
  [127 130 127]
  [142 142 139]
  ...
  [ 67  86 115]
  [ 36  49  72]
  [  7  12  20]]

 [[133 137 138]
  [133 136 140]
  [146 147 155]
  ...
  [ 83  96 134]
  [ 43  53  84]
  [ 14  20  34]]

 ...

 [[  6  13  34]
  [  0   3  16]
  [  4   6  10]
  ...
  [ 50  49  67]
  [ 63  62  73]
  [ 51  45  56]]

 [[  3  12  30]
  [  0   4  14]
  [  6   9  10]
  ...
  [ 51  50  65]
  [ 71  70  76]
  [ 48  39  53]]

 [[  2  11  27]
  [  0   5  13]
  [  7  12  10]
  ...
  [ 79  79  89]
  [ 64  64  66]
  [ 38  29  43]]]",[1. 0. 0.]
"[[[17 18 14]
  [18 19 15]
  [21 22 18]
  ...
  [38 42 45]
  [26 31 34]
  [15 22 25]]

 [[19 19 16]
  [20 21 17]
  [23 24 20]
  ...
  [44 47 52]
  [33 37 41]
  [19 26 30]]

 [[19 20 16]
  [23 24 20]
  [25 26 21]
  ...
  [50 53 60]
  [40 44 49]
  [27 33 38]]

 ...

 [[27 27 41]
  [23 24 34]
  [24 27 33]
  ...
  [25 25 25]
  [31 31 31]
  [35 35 35]]

 [[23 21 39]
  [22 23 35]
  [21 23 30]
  ...
  [26 26 26]
  [32 32 32]
  [36 36 36]]

 [[18 17 35]
  [23 23 36]
  [18 20 27]
  ...
  [27 27 27]
  [33 33 33]
  [37 37 37]]]",[1. 0. 0.]
"[[[ 15  19  20]
  [ 16  23  23]
  [ 18  27  28]
  ...
  [ 16  16  16]
  [ 17  17  17]
  [ 18  18  18]]

 [[ 12  16  17]
  [ 15  21  22]
  [ 18  27  29]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 18  18  18]]

 [[  9  13  15]
  [ 13  19  20]
  [ 19  27  30]
  ...
  [ 16  16  16]
  [ 17  17  17]
  [ 18  18  18]]

 ...

 [[ 41  66 108]
  [ 48  73 115]
  [ 59  84 127]
  ...
  [ 29  27  17]
  [ 33  31  21]
  [ 35  34  23]]

 [[ 50  74 117]
  [ 53  78 120]
  [ 61  85 128]
  ...
  [ 35  33  23]
  [ 39  37  27]
  [ 43  41  30]]

 [[ 62  87 129]
  [ 60  85 127]
  [ 62  87 130]
  ...
  [ 40  39  28]
  [ 45  43  33]
  [ 48  46  36]]]",[1. 0. 0.]
